order_id,reseller_id,category,product_name,quantity,unit_price,order_date,month,status
ORD00062,RS017,Western Wear,Western Wear Item 197,1,736.97,2026-04-10,April,Delivered
ORD00063,RS014,Home & Kitchen,Home & Kitchen Item 309,2,881.46,2026-04-06,April,Delivered
ORD00064,RS013,Kids Wear,Kids Wear Item 622,1,249.26,2026-04-14,April,Returned
ORD00065,RS021,Western Wear,Western Wear Item 923,2,768.7,2026-04-17,April,Delivered
ORD00066,RS006,Home & Kitchen,Home & Kitchen Item 839,2,709.82,2026-04-20,April,Delivered
ORD00067,RS008,Home & Kitchen,Home & Kitchen Item 487,1,603.35,2026-04-01,April,Delivered
ORD00068,RS020,Beauty & Personal Care,Beauty & Personal Care Item 736,1,196.34,2026-04-21,April,Delivered
ORD00069,RS023,Western Wear,Western Wear Item 769,1,728.67,2026-04-23,April,Delivered
ORD00070,RS004,Home & Kitchen,Home & Kitchen Item 52,3,592.91,2026-04-23,April,Delivered
ORD00071,RS018,Western Wear,Western Wear Item 544,1,1154.92,2026-04-26,April,Delivered
ORD00072,RS018,Kids Wear,Kids Wear Item 914,3,866.53,2026-04-20,April,Returned
ORD00073,RS017,Western Wear,Western Wear Item 487,1,1210.51,2026-04-06,April,Returned
ORD00074,RS015,Western Wear,Western Wear Item 497,2,583.88,2026-04-25,April,Returned
ORD00075,RS021,Western Wear,Western Wear Item 328,2,766.88,2026-04-08,April,Delivered
ORD00076,RS018,Ethnic Wear,Ethnic Wear Item 66,1,564.91,2026-04-05,April,Returned
ORD00077,RS014,Western Wear,Western Wear Item 399,1,864.48,2026-04-07,April,Returned
ORD00078,RS019,Beauty & Personal Care,Beauty & Personal Care Item 7,3,161.7,2026-04-19,April,Delivered
ORD00079,RS012,Western Wear,Western Wear Item 766,3,719.49,2026-04-27,April,Delivered
ORD00080,RS018,Home & Kitchen,Home & Kitchen Item 30,1,1815.06,2026-04-09,April,Delivered
ORD00081,RS013,Western Wear,Western Wear Item 942,1,994.18,2026-04-06,April,Returned
ORD00082,RS005,Beauty & Personal Care,Beauty & Personal Care Item 28,3,496.18,2026-04-19,April,Delivered
ORD00083,RS003,Home & Kitchen,Home & Kitchen Item 336,1,443.26,2026-04-02,April,Delivered
ORD00084,RS007,Kids Wear,Kids Wear Item 852,3,468.38,2026-04-09,April,Returned
ORD00085,RS014,Western Wear,Western Wear Item 975,1,426.81,2026-04-18,April,Delivered
ORD00086,RS012,Western Wear,Western Wear Item 973,4,414.19,2026-04-02,April,Returned
ORD00087,RS008,Ethnic Wear,Ethnic Wear Item 118,1,421.42,2026-04-05,April,Delivered
ORD00088,RS019,Beauty & Personal Care,Beauty & Personal Care Item 622,1,451.27,2026-04-12,April,Delivered
ORD00089,RS023,Ethnic Wear,Ethnic Wear Item 952,4,1300.23,2026-04-04,April,Delivered
ORD00090,RS010,Kids Wear,Kids Wear Item 607,1,839.22,2026-04-23,April,Delivered
ORD00091,RS023,Home & Kitchen,Home & Kitchen Item 615,2,636.13,2026-04-10,April,Cancelled
ORD00092,RS004,Home & Kitchen,Home & Kitchen Item 380,1,1217.68,2026-04-18,April,Delivered
ORD00093,RS003,Kids Wear,Kids Wear Item 444,3,470.8,2026-04-27,April,Delivered
ORD00094,RS012,Kids Wear,Kids Wear Item 535,2,787.66,2026-04-14,April,Delivered
ORD00095,RS021,Western Wear,Western Wear Item 846,1,1116.79,2026-04-16,April,Delivered
ORD00096,RS019,Western Wear,Western Wear Item 462,3,1158.13,2026-04-03,April,Delivered
ORD00097,RS008,Home & Kitchen,Home & Kitchen Item 872,2,1224.73,2026-04-11,April,Delivered
ORD00098,RS011,Ethnic Wear,Ethnic Wear Item 611,2,632.33,2026-04-11,April,Delivered
ORD00099,RS023,Beauty & Personal Care,Beauty & Personal Care Item 738,1,510.26,2026-04-07,April,Delivered
ORD00100,RS014,Kids Wear,Kids Wear Item 459,2,741.81,2026-04-21,April,Returned
ORD00101,RS001,Ethnic Wear,Ethnic Wear Item 378,2,642.76,2026-04-10,April,Delivered
ORD00102,RS016,Kids Wear,Kids Wear Item 720,4,472.44,2026-04-18,April,Delivered
ORD00103,RS015,Western Wear,Western Wear Item 761,1,587.83,2026-04-07,April,Delivered
ORD00104,RS018,Beauty & Personal Care,Beauty & Personal Care Item 742,1,597.61,2026-04-24,April,Delivered
ORD00105,RS019,Beauty & Personal Care,Beauty & Personal Care Item 304,1,490.01,2026-04-04,April,Returned
ORD00106,RS008,Western Wear,Western Wear Item 998,2,636.15,2026-04-05,April,Delivered
ORD00107,RS002,Kids Wear,Kids Wear Item 106,1,702.32,2026-04-28,April,Returned
ORD00108,RS001,Kids Wear,Kids Wear Item 259,1,554.11,2026-04-06,April,Pending
ORD00109,RS016,Ethnic Wear,Ethnic Wear Item 55,1,470.88,2026-04-19,April,Delivered
ORD00110,RS005,Ethnic Wear,Ethnic Wear Item 783,1,1018.12,2026-04-08,April,Delivered
ORD00111,RS014,Kids Wear,Kids Wear Item 931,1,762.98,2026-04-17,April,Delivered
ORD00112,RS015,Western Wear,Western Wear Item 625,1,908.1,2026-04-19,April,Delivered
ORD00113,RS004,Beauty & Personal Care,Beauty & Personal Care Item 246,1,284.06,2026-04-22,April,Delivered
ORD00114,RS006,Kids Wear,Kids Wear Item 299,1,350.75,2026-04-23,April,Delivered
ORD00115,RS002,Western Wear,Western Wear Item 240,2,1020.61,2026-04-15,April,Delivered
ORD00116,RS009,Home & Kitchen,Home & Kitchen Item 118,2,1324.1,2026-04-30,April,Delivered
ORD00117,RS018,Western Wear,Western Wear Item 170,1,490.54,2026-04-05,April,Delivered
ORD00118,RS010,Kids Wear,Kids Wear Item 706,3,784.76,2026-04-15,April,Delivered
ORD00119,RS010,Home & Kitchen,Home & Kitchen Item 613,1,1895.82,2026-04-16,April,Delivered
ORD00120,RS002,Beauty & Personal Care,Beauty & Personal Care Item 985,2,626.45,2026-04-01,April,Delivered
ORD00121,RS022,Home & Kitchen,Home & Kitchen Item 276,4,1234.36,2026-04-25,April,Delivered
ORD00122,RS019,Ethnic Wear,Ethnic Wear Item 285,1,1230.9,2026-04-21,April,Delivered
ORD00123,RS006,Beauty & Personal Care,Beauty & Personal Care Item 419,3,432.33,2026-04-03,April,Delivered
ORD00124,RS011,Western Wear,Western Wear Item 296,1,448.37,2026-04-14,April,Delivered
ORD00125,RS022,Beauty & Personal Care,Beauty & Personal Care Item 259,2,677.82,2026-04-15,April,Delivered
ORD00126,RS011,Ethnic Wear,Ethnic Wear Item 674,3,1248.8,2026-04-27,April,Pending
ORD00127,RS018,Kids Wear,Kids Wear Item 641,1,284.23,2026-04-20,April,Returned
ORD00128,RS015,Home & Kitchen,Home & Kitchen Item 902,1,565.4,2026-04-30,April,Delivered
ORD00129,RS023,Kids Wear,Kids Wear Item 163,2,267.77,2026-04-26,April,Delivered
ORD00130,RS010,Kids Wear,Kids Wear Item 473,1,607.96,2026-04-27,April,Cancelled
ORD00131,RS004,Home & Kitchen,Home & Kitchen Item 280,4,476.15,2026-04-10,April,Delivered
ORD00132,RS014,Home & Kitchen,Home & Kitchen Item 196,1,1963.44,2026-04-18,April,Delivered
ORD00133,RS020,Kids Wear,Kids Wear Item 875,3,820.56,2026-04-09,April,Returned
ORD00134,RS014,Western Wear,Western Wear Item 306,1,1097.33,2026-04-01,April,Delivered
ORD00135,RS019,Kids Wear,Kids Wear Item 354,3,677.96,2026-04-15,April,Delivered
ORD00136,RS011,Kids Wear,Kids Wear Item 715,1,602.23,2026-04-11,April,Cancelled
ORD00137,RS008,Kids Wear,Kids Wear Item 485,2,400.82,2026-04-02,April,Delivered
ORD00138,RS023,Beauty & Personal Care,Beauty & Personal Care Item 156,4,396.8,2026-04-26,April,Returned
ORD00139,RS016,Beauty & Personal Care,Beauty & Personal Care Item 896,4,231.06,2026-04-11,April,Cancelled
ORD00140,RS015,Ethnic Wear,Ethnic Wear Item 671,1,1400.49,2026-04-05,April,Delivered
ORD00141,RS005,Ethnic Wear,Ethnic Wear Item 666,1,1258.68,2026-04-20,April,Delivered
ORD00142,RS003,Beauty & Personal Care,Beauty & Personal Care Item 642,3,703.02,2026-04-13,April,Pending
ORD00143,RS023,Beauty & Personal Care,Beauty & Personal Care Item 647,1,466.17,2026-04-20,April,Delivered
ORD00144,RS022,Beauty & Personal Care,Beauty & Personal Care Item 779,2,797.33,2026-04-14,April,Pending
ORD00145,RS021,Home & Kitchen,Home & Kitchen Item 48,1,379.91,2026-04-10,April,Cancelled
ORD00146,RS011,Home & Kitchen,Home & Kitchen Item 422,1,727.06,2026-04-05,April,Delivered
ORD00147,RS019,Home & Kitchen,Home & Kitchen Item 635,1,523.1,2026-04-20,April,Cancelled
ORD00148,RS022,Western Wear,Western Wear Item 471,1,1216.19,2026-04-15,April,Delivered
ORD00149,RS009,Home & Kitchen,Home & Kitchen Item 162,1,1817.04,2026-04-10,April,Delivered
ORD00150,RS003,Kids Wear,Kids Wear Item 707,2,473.62,2026-04-21,April,Pending
ORD00151,RS009,Kids Wear,Kids Wear Item 243,4,445.38,2026-04-28,April,Delivered
ORD00152,RS013,Kids Wear,Kids Wear Item 850,4,622.63,2026-04-10,April,Delivered
ORD00153,RS022,Western Wear,Western Wear Item 51,3,356.69,2026-04-25,April,Returned
ORD00154,RS020,Home & Kitchen,Home & Kitchen Item 622,3,1698.11,2026-04-25,April,Returned
ORD00155,RS012,Western Wear,Western Wear Item 676,1,529.63,2026-04-25,April,Returned
ORD00156,RS022,Home & Kitchen,Home & Kitchen Item 808,3,1329.85,2026-04-21,April,Delivered
ORD00157,RS015,Ethnic Wear,Ethnic Wear Item 766,1,800.35,2026-04-30,April,Delivered
ORD00158,RS014,Ethnic Wear,Ethnic Wear Item 936,1,544.38,2026-04-12,April,Delivered
ORD00159,RS009,Home & Kitchen,Home & Kitchen Item 303,3,661.55,2026-04-16,April,Pending
ORD00160,RS011,Home & Kitchen,Home & Kitchen Item 881,1,1042.0,2026-04-25,April,Pending
ORD00161,RS022,Home & Kitchen,Home & Kitchen Item 93,4,1962.9,2026-04-26,April,Delivered
ORD00162,RS013,Ethnic Wear,Ethnic Wear Item 269,1,989.23,2026-04-22,April,Returned
ORD00163,RS019,Western Wear,Western Wear Item 26,1,955.62,2026-04-22,April,Delivered
ORD00164,RS020,Beauty & Personal Care,Beauty & Personal Care Item 651,3,513.91,2026-04-08,April,Delivered
ORD00165,RS015,Beauty & Personal Care,Beauty & Personal Care Item 39,1,345.42,2026-04-05,April,Delivered
ORD00166,RS010,Beauty & Personal Care,Beauty & Personal Care Item 465,1,224.48,2026-04-18,April,Delivered
ORD00167,RS012,Home & Kitchen,Home & Kitchen Item 745,4,1536.65,2026-04-14,April,Delivered
ORD00168,RS005,Beauty & Personal Care,Beauty & Personal Care Item 975,3,574.7,2026-04-20,April,Delivered
ORD00169,RS009,Ethnic Wear,Ethnic Wear Item 102,1,806.58,2026-04-08,April,Cancelled
ORD00170,RS022,Western Wear,Western Wear Item 195,2,1205.61,2026-04-02,April,Delivered
ORD00171,RS004,Beauty & Personal Care,Beauty & Personal Care Item 612,1,684.72,2026-04-07,April,Delivered
ORD00172,RS001,Ethnic Wear,Ethnic Wear Item 71,4,765.86,2026-04-26,April,Delivered
ORD00173,RS018,Western Wear,Western Wear Item 808,3,554.15,2026-04-11,April,Returned
ORD00174,RS020,Ethnic Wear,Ethnic Wear Item 818,1,1343.25,2026-04-05,April,Delivered
ORD00175,RS006,Ethnic Wear,Ethnic Wear Item 244,1,1352.09,2026-04-12,April,Returned
ORD00176,RS019,Western Wear,Western Wear Item 117,1,514.53,2026-04-24,April,Delivered
ORD00177,RS003,Kids Wear,Kids Wear Item 227,1,754.71,2026-04-04,April,Delivered
ORD00178,RS020,Ethnic Wear,Ethnic Wear Item 659,3,1260.55,2026-04-17,April,Delivered
ORD00179,RS001,Ethnic Wear,Ethnic Wear Item 730,1,925.88,2026-04-22,April,Delivered
ORD00180,RS015,Ethnic Wear,Ethnic Wear Item 640,2,487.87,2026-04-03,April,Delivered
ORD00181,RS021,Kids Wear,Kids Wear Item 465,1,711.9,2026-04-20,April,Delivered
ORD00182,RS017,Kids Wear,Kids Wear Item 899,2,313.47,2026-04-28,April,Delivered
ORD00183,RS018,Home & Kitchen,Home & Kitchen Item 848,1,586.04,2026-04-08,April,Delivered
ORD00184,RS015,Western Wear,Western Wear Item 384,1,1042.13,2026-04-11,April,Delivered
ORD00185,RS005,Home & Kitchen,Home & Kitchen Item 99,1,1052.68,2026-04-03,April,Delivered
ORD00186,RS012,Home & Kitchen,Home & Kitchen Item 687,2,1200.47,2026-04-18,April,Delivered
ORD00187,RS004,Western Wear,Western Wear Item 739,4,1178.93,2026-04-14,April,Cancelled
ORD00188,RS002,Beauty & Personal Care,Beauty & Personal Care Item 159,1,539.27,2026-04-19,April,Delivered
ORD00189,RS022,Kids Wear,Kids Wear Item 781,1,799.73,2026-04-18,April,Delivered
ORD00190,RS009,Kids Wear,Kids Wear Item 629,3,773.69,2026-04-25,April,Returned
ORD00191,RS022,Home & Kitchen,Home & Kitchen Item 30,3,246.26,2026-04-27,April,Delivered
ORD00192,RS006,Western Wear,Western Wear Item 891,3,1073.29,2026-04-12,April,Delivered
ORD00193,RS005,Kids Wear,Kids Wear Item 94,1,509.51,2026-04-21,April,Pending
ORD00194,RS017,Western Wear,Western Wear Item 333,1,747.84,2026-04-12,April,Delivered
ORD00195,RS019,Kids Wear,Kids Wear Item 691,1,823.17,2026-04-25,April,Delivered
ORD00196,RS003,Western Wear,Western Wear Item 221,1,977.84,2026-04-15,April,Delivered
ORD00197,RS017,Ethnic Wear,Ethnic Wear Item 540,1,871.9,2026-04-22,April,Delivered
ORD00198,RS022,Western Wear,Western Wear Item 309,4,558.49,2026-04-02,April,Delivered
ORD00199,RS007,Home & Kitchen,Home & Kitchen Item 765,1,1574.49,2026-04-04,April,Delivered
ORD00200,RS014,Ethnic Wear,Ethnic Wear Item 685,2,817.23,2026-04-17,April,Delivered
ORD00201,RS012,Ethnic Wear,Ethnic Wear Item 80,1,1346.94,2026-04-01,April,Delivered
ORD00202,RS011,Kids Wear,Kids Wear Item 415,2,621.71,2026-04-14,April,Delivered
ORD00203,RS001,Beauty & Personal Care,Beauty & Personal Care Item 942,4,260.72,2026-04-15,April,Returned
ORD00204,RS012,Ethnic Wear,Ethnic Wear Item 81,1,1327.93,2026-04-19,April,Delivered
ORD00205,RS013,Beauty & Personal Care,Beauty & Personal Care Item 523,1,633.77,2026-04-25,April,Delivered
ORD00206,RS021,Ethnic Wear,Ethnic Wear Item 982,3,959.95,2026-04-12,April,Delivered
ORD00207,RS021,Home & Kitchen,Home & Kitchen Item 157,1,624.28,2026-04-07,April,Delivered
ORD00208,RS021,Ethnic Wear,Ethnic Wear Item 779,2,1445.42,2026-04-15,April,Returned
ORD00209,RS019,Kids Wear,Kids Wear Item 331,2,849.7,2026-04-21,April,Pending
ORD00210,RS021,Western Wear,Western Wear Item 282,1,766.77,2026-04-21,April,Delivered
ORD00211,RS019,Ethnic Wear,Ethnic Wear Item 378,1,957.07,2026-04-15,April,Delivered
ORD00212,RS010,Ethnic Wear,Ethnic Wear Item 394,3,1349.68,2026-04-20,April,Delivered
ORD00213,RS015,Kids Wear,Kids Wear Item 830,2,869.25,2026-04-02,April,Delivered
ORD00214,RS019,Home & Kitchen,Home & Kitchen Item 462,1,777.75,2026-04-05,April,Pending
ORD00215,RS004,Home & Kitchen,Home & Kitchen Item 177,4,1706.28,2026-04-03,April,Delivered
ORD00216,RS002,Western Wear,Western Wear Item 373,1,764.87,2026-04-17,April,Delivered
ORD00217,RS012,Beauty & Personal Care,Beauty & Personal Care Item 809,2,400.82,2026-04-22,April,Delivered
ORD00218,RS021,Home & Kitchen,Home & Kitchen Item 259,1,317.64,2026-04-22,April,Delivered
ORD00219,RS022,Beauty & Personal Care,Beauty & Personal Care Item 145,1,540.76,2026-04-03,April,Delivered
ORD00220,RS012,Western Wear,Western Wear Item 961,2,972.25,2026-04-05,April,Delivered
ORD00221,RS003,Western Wear,Western Wear Item 720,2,706.85,2026-04-27,April,Delivered
ORD00222,RS022,Beauty & Personal Care,Beauty & Personal Care Item 372,2,209.74,2026-04-17,April,Delivered
ORD00223,RS010,Ethnic Wear,Ethnic Wear Item 141,4,634.61,2026-04-16,April,Delivered
ORD00224,RS005,Ethnic Wear,Ethnic Wear Item 757,1,1327.87,2026-04-25,April,Delivered
ORD00225,RS017,Ethnic Wear,Ethnic Wear Item 158,2,769.44,2026-04-05,April,Delivered
ORD00226,RS006,Ethnic Wear,Ethnic Wear Item 449,2,1161.13,2026-04-29,April,Delivered
ORD00227,RS002,Western Wear,Western Wear Item 771,1,991.54,2026-04-15,April,Delivered
ORD00228,RS015,Western Wear,Western Wear Item 856,4,576.21,2026-04-26,April,Delivered
ORD00229,RS007,Western Wear,Western Wear Item 797,4,1248.77,2026-04-15,April,Returned
ORD00230,RS013,Kids Wear,Kids Wear Item 142,1,521.13,2026-04-07,April,Returned
ORD00231,RS009,Ethnic Wear,Ethnic Wear Item 867,1,927.65,2026-04-30,April,Delivered
ORD00232,RS017,Beauty & Personal Care,Beauty & Personal Care Item 526,2,334.29,2026-04-09,April,Delivered
ORD00233,RS005,Home & Kitchen,Home & Kitchen Item 358,3,364.08,2026-04-27,April,Delivered
ORD00234,RS001,Western Wear,Western Wear Item 384,1,725.63,2026-04-13,April,Pending
ORD00235,RS008,Ethnic Wear,Ethnic Wear Item 150,3,1422.91,2026-04-21,April,Delivered
ORD00236,RS005,Ethnic Wear,Ethnic Wear Item 723,1,1408.14,2026-04-27,April,Delivered
ORD00237,RS016,Kids Wear,Kids Wear Item 154,1,252.41,2026-04-09,April,Delivered
ORD00238,RS018,Beauty & Personal Care,Beauty & Personal Care Item 309,1,544.77,2026-04-25,April,Delivered
ORD00239,RS004,Ethnic Wear,Ethnic Wear Item 857,2,860.81,2026-04-15,April,Delivered
ORD00240,RS016,Kids Wear,Kids Wear Item 299,1,259.68,2026-04-08,April,Returned
ORD00241,RS014,Ethnic Wear,Ethnic Wear Item 88,2,787.1,2026-04-06,April,Delivered
ORD00242,RS017,Beauty & Personal Care,Beauty & Personal Care Item 520,1,192.99,2026-04-17,April,Returned
ORD00243,RS018,Ethnic Wear,Ethnic Wear Item 260,1,1359.66,2026-04-13,April,Pending
ORD00244,RS001,Western Wear,Western Wear Item 791,1,413.18,2026-04-22,April,Delivered
ORD00245,RS019,Home & Kitchen,Home & Kitchen Item 659,1,797.53,2026-04-18,April,Delivered
ORD00246,RS006,Home & Kitchen,Home & Kitchen Item 831,4,1431.43,2026-04-16,April,Delivered
ORD00247,RS005,Ethnic Wear,Ethnic Wear Item 811,1,1252.81,2026-04-10,April,Delivered
ORD00248,RS007,Beauty & Personal Care,Beauty & Personal Care Item 557,1,354.14,2026-04-13,April,Pending
ORD00249,RS016,Western Wear,Western Wear Item 49,1,1064.63,2026-04-12,April,Cancelled
ORD00250,RS021,Western Wear,Western Wear Item 451,1,467.25,2026-04-29,April,Delivered
ORD00251,RS013,Western Wear,Western Wear Item 532,2,526.48,2026-04-12,April,Cancelled
ORD00252,RS009,Home & Kitchen,Home & Kitchen Item 185,1,1507.75,2026-04-20,April,Pending
ORD00253,RS018,Western Wear,Western Wear Item 618,1,446.47,2026-04-10,April,Delivered
ORD00254,RS023,Western Wear,Western Wear Item 934,1,1004.28,2026-04-02,April,Returned
ORD00255,RS012,Kids Wear,Kids Wear Item 77,2,531.71,2026-04-26,April,Cancelled
ORD00256,RS022,Kids Wear,Kids Wear Item 32,3,485.15,2026-04-22,April,Delivered
ORD00257,RS005,Beauty & Personal Care,Beauty & Personal Care Item 798,1,589.76,2026-04-05,April,Delivered
ORD00258,RS021,Western Wear,Western Wear Item 461,2,712.71,2026-04-20,April,Delivered
ORD00259,RS012,Western Wear,Western Wear Item 322,2,1073.93,2026-04-17,April,Delivered
ORD00260,RS021,Western Wear,Western Wear Item 397,1,1261.49,2026-04-06,April,Delivered
ORD00261,RS018,Ethnic Wear,Ethnic Wear Item 293,2,1251.46,2026-04-07,April,Pending
ORD00262,RS023,Beauty & Personal Care,Beauty & Personal Care Item 177,1,468.28,2026-04-28,April,Delivered
ORD00263,RS023,Kids Wear,Kids Wear Item 684,2,306.06,2026-04-28,April,Pending
ORD00264,RS012,Home & Kitchen,Home & Kitchen Item 729,1,1188.99,2026-04-10,April,Cancelled
ORD00265,RS023,Beauty & Personal Care,Beauty & Personal Care Item 206,2,563.51,2026-04-17,April,Delivered
ORD00266,RS005,Western Wear,Western Wear Item 823,1,818.32,2026-04-19,April,Delivered
ORD00267,RS018,Ethnic Wear,Ethnic Wear Item 737,1,1371.67,2026-04-13,April,Pending
ORD00268,RS016,Kids Wear,Kids Wear Item 325,3,748.96,2026-04-03,April,Delivered
ORD00269,RS021,Ethnic Wear,Ethnic Wear Item 799,1,911.42,2026-04-05,April,Cancelled
ORD00270,RS018,Kids Wear,Kids Wear Item 890,4,367.28,2026-04-14,April,Delivered
ORD00271,RS002,Home & Kitchen,Home & Kitchen Item 727,1,1131.58,2026-04-06,April,Delivered
ORD00272,RS008,Western Wear,Western Wear Item 202,3,1242.86,2026-04-28,April,Delivered
ORD00273,RS021,Beauty & Personal Care,Beauty & Personal Care Item 515,2,327.39,2026-04-20,April,Delivered
ORD00274,RS021,Ethnic Wear,Ethnic Wear Item 924,1,1434.77,2026-04-22,April,Delivered
ORD00275,RS020,Western Wear,Western Wear Item 47,1,1226.73,2026-04-28,April,Delivered
